5175.858 30755
4077.599 32920
2949.284 35277
2655.825 36174
2440.256 36979
2243.358 37865
2097.565 38707
1993.606 39419
1862.592 40591
1836.968 41510
1845.402 52050
1846.594 52781
1848.228 53519
1849.599 54258
1851.226 54801
1852.279 55676
1851.859 56648
1850.173 57386
1849.042 57948
1846.823 58550
1846.074 59171
1845.523 59620
1835.368 61830
1776.437 63716
