4851.796 31613 848.340
3027.539 35323 833.289
2768.374 36093 817.029
2622.692 36562 792.001
2475.493 37102 779.989
2339.547 37661 774.200
2238.742 38124 761.671
2041.245 39213 739.173
1787.987 41275 739.174
1795.179 42165 704.305
1800.578 42949 679.051
1803.461 44113 0
1799.851 46286 0
1796.805 46919 0
1763.181 50326 833.289
1762.315 55524 0
1760.376 56094 0
1763.074 56752 0
1777.824 67739 848.340
